Term CValue
sentiment 21.606041677139494
reification 21.581057455185338
Granularity 21.581057455185338
system 21.501113630736661
results 21.405011639608446
Description 21.181408243052275
"temporal representation" 21.164585957521759
fluents 21.080693281432563
value 20.922692861643302
subject 20.918534102344616
durations 20.873633484694086
"community sentiment" 20.61107285416508
"Information Systems" 20.61107285416508
"temporal reasoning" 20.232602305273151
"Temporal Relations" 20.232602305273151
"Description Logics" 20.232602305273151
Language 20.200289262032687
Time-Interval 19.878357520326908
"temporal elements" 19.832493408393514
"reviewed theories" 19.832493408393514
"reasoning support" 19.832493408393514
functions 19.775021196025975
Time-Point 19.571973290449389
account 19.459101490553131
"Synthetic Theory" 19.408121055678468
"theory of time" 19.353087083845228
Features 19.309100029884192
sets 19.227300052054137
constraints 19.183162182386965
feature 18.81046477420136
Engineering 18.760004193069605
PSI-Time 18.71497387511852
Theory 18.685491607664002
function 18.41791079773569
"triple stores" 17.954645502230758
"model of time" 17.954645502230758
difference 17.908995167731469
calendar 17.823784642970018
approaches 17.762799288811213
predecessor 17.744425018707943
event 17.703817036775103
"temporal structures" 17.666633874998642
instances 17.577796618689757
problem 17.513191341497819
present 17.513191341497819
requirements 17.394346548516001
"ontologies of time" 17.342230547376985
"Ontologies of Time" 17.342230547376985
"theories of temporal incidence" 17.005986908310778
"interval to interval relations" 17.005986908310778
"analytical review" 16.999280064337299
"taxonomy of temporal features" 16.836479149932369
past 16.635532333438686
"binary relations" 16.635532333438686
"Temporal Description Logics" 16.479184330021646
data 16.288958743158716
"n-ary relations" 16.248301206613259
"temporal logics" 16.248301206613259
"document collection" 16.194414385415421
period 16.125835223052494
means 16.094379124341003
case 16.019401506274292
"Time ontology" 15.902686016261528
"TIME community sentiment" 15.890269151739728
"models of time" 15.83434397769155
"branching time" 15.83434397769155
space 15.801754049352985
complexity 15.789154923387745
parts 15.772491541854183
"Temporal Representation" 15.677471079645748
classes 15.567281192442506
comparison 15.460214195817166
"representation of time" 15.45521226679158
"time instants" 15.389696144769221
k-consistency 15.389696144769221
relationships 15.389696144769221
end 15.127046128583974
type 15.05119592073024
"discrete time" 15.023274807989003
fuzziness 15.014367945130832
"time lines" 14.966803104461299
contribution 14.909439898728003
"Temporal RDF" 14.909439898728003
SOWL 14.902664382038823
"Time Ontology" 14.748458805403835
"Temporal Structures" 14.722194895832201
extent 14.692427647670049
Duration 14.55609079175885
origo 14.484941211906902
"temporal structure" 14.451858789480823
"temporal intervals" 14.451858789480823
uncertainty 14.387371636790224
"time domain" 14.387371636790224
"linear time" 14.387371636790224
impact 14.33407575382444
aspect 14.21462512254257
"temporal theories" 14.16606672028108
"Temporal Elements" 14.16606672028108
unboundedness 14.107221466038451
"Reusable Time" 14.107221466038451
year 13.862943611198906
"synthetic theory" 13.862943611198906
"temporal aspects" 13.862943611198906
"concrete domains" 13.862943611198906
"theories of time" 13.862943611198906
"querying support" 13.862943611198906
slice 13.680222255689852
"Terminology contribution peaks" 13.604789526648622
"qualitative temporal relations" 13.604789526648622
"density of time" 13.540251005511051
frameworks 13.4317463757986
Structures 13.354993539365466
opinion 13.23218901357613
termhoods 13.183347464017316
"paper collection" 13.169796430638961
"Temporal Logics" 13.088909305327348
constructs 12.894476520766656
views 12.875503299472802
clock 12.875503299472802
range 12.875503299472802
DOLCE 12.875503299472802
"point in time" 12.824746787307683
choice 12.542316284596385
notion 12.542316284596385
slices 12.094376417289372
"time structure" 12.06426207824118
datatype 12.060760941743046
entity 11.945063128187034
location 11.882523095313347
termhood 11.882523095313347
specification 11.798767044323068
calculus 11.78350206951907
"temporal ontologies" 11.777755916665761
"Temporal Properties" 11.777755916665761
"Allen’s relations" 11.777755916665761
effort 11.646436549982358
representativeness 11.561487031584658
"temporal distances" 11.561487031584658
"asserted relations" 11.561487031584658
Constraint 11.51292546497023
discussion 11.51292546497023
occurrence 11.51292546497023
"normalized scores" 11.332853376224865
"implied relations" 11.332853376224865
Performance 11.304363428906605
ordering 11.228984325071114
level 11.16547551751157
AAAI 11.090354888959125
SUMO 11.090354888959125
"set of relations" 11.090354888959125
"expressive power" 11.090354888959125
annotation 11.05240844637142
evolution 10.986122886681098
"temporal extent" 10.83220080440884
"temporal region" 10.83220080440884
"Temporal Region" 10.83220080440884
"Formal Ontology" 10.83220080440884
"real numbers" 10.767928815748
Events 10.750556815368331
reason 10.750556815368331
expressiveness 10.556229318461034
classification 10.556229318461034
change 10.526586881714822
"Performance Simulation Initiative" 10.489522684399441
lines 10.461346430821651
Workshop 10.397207708399179
Instants 10.397207708399179
Regular-Non-Convex-Time-Interval 10.397207708399179
Points 10.392204921522719
"structuring of time" 10.30553642708254
TimeIntervals 10.259797429846147
"OWL semantics" 10.259797429846147
operators 10.253714694235692
"formal representations of time" 10.203592144986466
times 10.193106778749302
validity 10.050634118119206
"Allen’s interval relations" 9.996613530525611
"date formats" 9.9396265991520014
decidability 9.9396265991520014
propositions 9.9396265991520014
Applications 9.9396265991520014
thd 9.8875105980129874
mapping 9.7295507452765655
episode 9.7295507452765655
PSI-ULO 9.7295507452765655
Present 9.7295507452765655
Instant 9.7295507452765655
Notes 9.6566274746046012
month 9.6566274746046012
combination 9.5915810911934827
periodicity 9.5915810911934827
application 9.5915810911934827
definitions 9.5915810911934827
"unbounded time intervals" 9.5341614910438377
"proliferation of objects" 9.5341614910438377
linearity 9.5213065017902867
citations 9.5213065017902849
"Temporal Ontology" 9.4440444801873866
"Foundational Ontologies" 9.406482647787449
start 9.3883878225322519
work 9.357486937559262
position 9.3574869375592602
measures 9.3574869375592602
"interval relations" 9.3134201087765298
term 9.3079764246621224
"Semantic Web standards" 9.2731273600749482
"SWRL Temporal Ontology" 9.2731273600749482
"Cadence Design Systems" 9.2731273600749482
"concise representation" 9.2731273600749482
situation 9.2283432248121233
"point zero" 9.2103403719761836
"valid time" 9.2103403719761836
importance 9.2103403719761836
"periodic subintervals" 9.1335673131702695
"qualitative relations" 9.1335673131702695
types 9.1201481704599026
Level 9.0128523096309614
"basic theory of time" 8.987196820661973
"basic models of time" 8.987196820661973
"Temporal Information" 8.987196820661973
"taxonomy of features" 8.987196820661973
"comparative analysis" 8.987196820661973
axioms 8.9587973461402743
"time model" 8.9225172353519273
"Distributed Systems" 8.8333169374993208
"proper subintervals" 8.8333169374993208
"reasoning mechanism" 8.8333169374993208
use 8.7888983093448783
BFO 8.7888983093448783
chronoids 8.7888983093448783
fragments 8.7888983093448783
behaviour 8.7888983093448783
ValidTime 8.7888983093448783
positions 8.7888983093448783
mechanism 8.7888983093448783
"situation calculus" 8.6711152736884927
"description logics" 8.6711152736884927
"Temporal relations" 8.6711152736884927
W3C 8.5142452371778514
"Temporal Segments" 8.4996400321686494
"basic time theory" 8.4996400321686494
"temporal measures" 8.4996400321686494
"TimeLine ontology" 8.4996400321686494
"PSI-Time ontology" 8.4996400321686494
"First Order Logic" 8.4996400321686494
"Temporal Features" 8.4996400321686494
"metric time" 8.3926334547942965
nature 8.3615441897309228
form 8.317766166719343
list 8.317766166719343
RDFS 8.317766166719343
Data 8.317766166719343
zero 8.317766166719343
reasoner 8.317766166719343
subclass 8.317766166719343
segments 8.317766166719343
Location 8.317766166719343
"Ontology of Time" 8.317766166719343
Cyc 8.2395921650108228
"Descriptive Ontology for Linguistic and Cognitive Engineering" 8.2217477283466227
"Fuzzy Relations" 8.1241506033066297
"time structures" 8.1241506033066297
"basic relations" 8.1241506033066297
"aspects of time" 8.1241506033066297
"instant of time" 8.1241506033066297
"Crisp Relations" 8.1241506033066297
"document corpus" 8.1241506033066297
"non-metric time" 8.1241506033066297
Design 8.0629176115262471
region 8.0629176115262471
anisotropy 8.0590478254791602
focus 8.0471895621705016
dates 8.0471895621705016
years 8.0471895621705016
"temporal slice" 7.9171719888457748
"amount of time" 7.9171719888457748
view 7.8556680463460467
decades 7.7836405962212529
project 7.7836405962212529
CHRONOS 7.7836405962212529
company 7.7836405962212529
authors 7.7836405962212529
"description logic" 7.7269454837896809
SWRL-Temporal 7.6948480723846107
"scale factors" 7.6948480723846107
"OWL reasoners" 7.6948480723846107
"ancient times" 7.6948480723846107
granularities 7.6948480723846107
n-consistency 7.6948480723846107
"time elements" 7.6948480723846107
ACM 7.6902860206767683
OntoElect 7.6902860206767683
"ontology of socio-cultural time expressions" 7.5224002313871248
AKT 7.4705635629431466
compositions 7.4547199493640015
restrictions 7.4547199493640015
alternatives 7.4547199493640015
"Named graphs" 7.4547199493640015
"basic theory" 7.4547199493640015
"semantic web" 7.4547199493640015
"Named Graphs" 7.4547199493640015
"bag of terms" 7.4547199493640015
"complete possible history of the universe" 7.4271441334086159
"Quantified Propositional Temporal Logic" 7.3271232922592926
standards 7.3240819244540649
Computation 7.193685818395112
Mathematics 7.193685818395112
performance 7.193685818395112
boundedness 7.193685818395112
"date values" 7.193685818395112
Reification 7.193685818395112
Periodicity 7.193685818395112
communities 7.193685818395112
"temporal part" 7.181858200892302
motion 7.1670378769122198
stores 7.1670378769122198
Models 7.1670378769122198
Survey 7.1670378769122198
Triple 7.1670378769122198
Future 7.1670378769122198
result 7.1670378769122198
"mixed point-interval-based framework" 7.1670378769122198
version 7.1350038798694824
engineering 6.975695339049806
fact 6.9314718055994531
querying 6.9314718055994522
boundaries 6.9077552789821377
assumption 6.9077552789821377
assertions 6.9077552789821377
experiment 6.9077552789821377
definition 6.9077552789821377
subclasses 6.9077552789821377
hypothesis 6.9077552789821377
"ontology specification language" 6.8679744089702925
"parallel independent time lines" 6.8679744089702925
"qualitatively defined intervals" 6.8679744089702925
"non-convexity of time intervals" 6.8679744089702925
"Suggested Upper Merged Ontology" 6.8679744089702925
"absolutist structuring of time" 6.8023947633243109
"Qualitative Temporal Reasoning" 6.8023947633243109
"continuous time" 6.7701255027555254
"Qualitative Spatial Reasoning" 6.7345916599729483
"totally ordered set of states" 6.7345916599729483
"theory of temporal incidence" 6.6644090203504076
"temporal aggregates ontology" 6.6644090203504076
"Applied Non-Classical Logics" 6.6644090203504076
document 6.6542129333754749
"N-ary relation" 6.5976433240381462
"starting point" 6.5976433240381462
"knowledge base" 6.5976433240381462
day 6.5916737320086582
way 6.5916737320086582
"fuzzy set" 6.5916737320086582
dimension 6.5916737320086582
Framework 6.5916737320086582
technique 6.5916737320086582
Symposium 6.5916737320086582
arguments 6.5916737320086582
automaton 6.5916737320086582
"ISO 15926" 6.5916737320086582
"date line" 6.5916737320086582
"term list" 6.5916737320086582
databases 6.5916737320086582
extension 6.5916737320086582
reasoners 6.5916737320086582
"fuzziness in time intervals" 6.5916737320086582
"ordered triples of integers" 6.5916737320086582
"Allen’s Interval Calculus" 6.5916737320086582
"temporal incidence theories" 6.5916737320086582
"Periodic Temporal Elements" 6.5161930760429643
"First Order Temporal Logic" 6.5161930760429643
reals 6.4377516497364011
world 6.4377516497364011
scope 6.4377516497364011
Order 6.4377516497364011
cases 6.4377516497364011
needs 6.4377516497364011
label 6.4377516497364011
"cross-disciplinary effort" 6.4377516497364011
"successor-forming symbols" 6.4377516497364011
"relaxed linearity of time" 6.4377516497364011
metric 6.4292545660536087
"Interval Temporal Logics" 6.3561076606958915
"temporal representations" 6.3561076606958915
"Allen's Interval Algebra" 6.3561076606958915
"knowledge representation" 6.3561076606958915
"terminological footprint" 6.3561076606958915
"TIME document collection" 6.3561076606958915
"Synthetic Theory of time" 6.3561076606958915
"nonnegative real numbers" 6.3561076606958915
"PSI Upper-Level Ontology" 6.3561076606958915
scores 6.2711581422981926
"PSI Suite of Ontologies" 6.2709884318582994
"General Formal Ontology" 6.2709884318582994
Research 6.2383246250395068
infinity 6.2383246250395068
interest 6.2383246250395068
dateTime 6.2383246250395068
mappings 6.2383246250395068
distance 6.2383246250395068
operator 6.2383246250395068
"Cyc Time" 6.2383246250395068
order 6.2078319479601012
"Reusable Time ontology" 6.1820849067166321
"Linguistic Engineering" 6.1820849067166321
"theoretical frameworks" 6.1820849067166321
"point-based structures" 6.1820849067166321
"segment of a time line" 6.1820849067166321
"periodic sub-intervals" 6.1820849067166321
states 6.1431753230676174
"Qualitative Reasoning" 6.089044875446846
"TIME paper collection" 6.089044875446846
"Basic Formal Ontology" 6.089044875446846
"philosophical thought" 6.089044875446846
"Metric Temporal Logic" 6.089044875446846
"closed time intervals" 6.089044875446846
"OntoElect methodology" 6.089044875446846
"relativist approaches" 6.089044875446846
"absolutist approaches" 6.089044875446846
operation 6.0423675876746037
"syntactical variants" 5.9914645471079817
"ranges of properties" 5.9914645471079817
"Pair-wise comparison" 5.9914645471079817
"Time Markup Language" 5.9914645471079817
"Temporal Constraints" 5.9914645471079817
"continuous time line" 5.9914645471079817
"AKT Support Ontology" 5.9914645471079817
"intermediate objects" 5.9914645471079817
"materialized product" 5.9914645471079817
"indirect predecessor" 5.9914645471079817
Query 5.9779122461838012
Month 5.9012723455917016
"4D fluents approach" 5.8888779583328805
"distributed systems" 5.8888779583328805
"termhood difference" 5.8888779583328805
"temporal modalities" 5.8888779583328805
"computer scientists" 5.8888779583328805
DateTimeDescription 5.8888779583328805
"comparative summary" 5.8888779583328805
"branching structure" 5.8888779583328805
"calendar structures" 5.8888779583328805
DurationDescription 5.8888779583328805
"reference durations" 5.8888779583328805
"interval structures" 5.8888779583328805
"fuzzy time interval" 5.8888779583328805
"Temporal Ontologies" 5.8888779583328805
"undefined intervals" 5.8888779583328805
"parallel time lines" 5.8888779583328805
"language constructs" 5.8888779583328805
"number of citations" 5.8888779583328805
"unique contribution" 5.8888779583328805
"Clinical Narratives" 5.8888779583328805
sequences 5.8592655395632525
program 5.8377304471659395
density 5.8377304471659395
OWL-MeT 5.8377304471659395
purpose 5.8377304471659395
minutes 5.8377304471659395
Project 5.8377304471659395
actions 5.8377304471659395
context 5.8377304471659395
factors 5.8377304471659395
summary 5.8377304471659395
choices 5.8377304471659395
"scientific thought" 5.780743515792329
"pairs of relations" 5.780743515792329
"set of time points" 5.780743515792329
"professional texts" 5.780743515792329
"temporal operators" 5.780743515792329
"Temporal Locations" 5.780743515792329
"fundamental aspect" 5.780743515792329
TemporalAggregates 5.780743515792329
"existing relations" 5.780743515792329
"Temporal Knowledge" 5.780743515792329
"incremental slices" 5.780743515792329
"hyper-real numbers" 5.780743515792329
"Cyc knowledge base" 5.780743515792329
"comparative review" 5.780743515792329
"characteristic set" 5.780743515792329
"continuity of time" 5.780743515792329
"anisotropy of time" 5.780743515792329
"inverse properties" 5.780743515792329
"AKT Time Ontology" 5.6664266881124323
"Computer Sciences" 5.6664266881124323
"temporal ontology" 5.6664266881124323
"Cognitive Science" 5.6664266881124323
"temporal ordering" 5.6664266881124323
"ternary relations" 5.6664266881124323
"temporal entities" 5.6664266881124323
"community members" 5.6664266881124323
"relaxed linearity" 5.6664266881124323
"temporal location" 5.6664266881124323
"usability aspects" 5.6664266881124323
"initial situation" 5.6664266881124323
"OWL-Time ontology" 5.6664266881124323
"special intervals" 5.6664266881124323
"Temporal Distance" 5.6664266881124323
"Temporal Location" 5.6664266881124323
Past 5.5451774444795623
days 5.5451774444795623
TOWL 5.5451774444795623
"object properies" 5.5451774444795623
"temporal content" 5.5451774444795623
"temporal periods" 5.5451774444795623
"Features of Time" 5.5451774444795623
"set of sequences" 5.5451774444795623
"Querying support" 5.5451774444795623
"Temporal Periods" 5.5451774444795623
"path consistency" 5.5451774444795623
"calendar systems" 5.5451774444795623
"specific concept" 5.5451774444795623
reference 5.4930614433405491
framework 5.4930614433405491
element 5.4485484173548766
"physical clocks" 5.4161004022044201
"relativist view" 5.4161004022044201
"starting points" 5.4161004022044201
"fuzzy extension" 5.4161004022044201
"Allen relations" 5.4161004022044201
Infinite-Future 5.4161004022044201
"N-ary Relations" 5.4161004022044201
"interior points" 5.4161004022044201
"set of features" 5.4161004022044201
"System Sciences" 5.4161004022044201
"Temporal Theory" 5.4161004022044201
"time properties" 5.4161004022044201
"Feature of Time" 5.4161004022044201
"time boundaries" 5.4161004022044201
correspondences 5.4161004022044201
"sets of periods" 5.4161004022044201
Calculus 5.4065480083675732
person 5.3752784076841653
months 5.3752784076841653
syntax 5.3752784076841653
signal 5.3752784076841653
column 5.3752784076841653
OWL-DL 5.3752784076841653
PROTON 5.3752784076841653
delays 5.3752784076841653
subset 5.3752784076841653
Annals 5.3752784076841653
TimeML 5.3752784076841653
Simulation 5.3726985503194395
"SWRL build-ins" 5.2781146592305168
Starting-Point 5.2781146592305168
interpretation 5.2781146592305168
"Google Scholar" 5.2781146592305168
OWL-Time-Entry 5.2781146592305168
implementation 5.2781146592305168
"OWL constructs" 5.2781146592305168
"state variable" 5.2781146592305168
"time branching" 5.2781146592305168
Expressiveness 5.2781146592305168
"Query Language" 5.2781146592305168
time-intervals 5.2781146592305168
temporalExtent 5.2781146592305168
"total ordering" 5.2781146592305168
axiomatization 5.2781146592305168
"Temporal Slice" 5.2781146592305168
undecidability 5.2781146592305168
"direct support" 5.2781146592305168
"nature of time" 5.2781146592305168
"Calendar Logic" 5.2781146592305168
Day 5.2184083711735214
Elements 5.1986038541995896
structuring 5.1954397577298037
content 5.1890937308141689
Time-Quantity 5.1298987149230735
"set of points" 5.1298987149230735
"ending points" 5.1298987149230735
"SWRL Ontology" 5.1298987149230735
"SOWL ontology" 5.1298987149230735
"Time instants" 5.1298987149230735
"time quantity" 5.1298987149230735
inconsistency 5.1298987149230735
"time theories" 5.1298987149230735
"whole of time" 5.1298987149230735
"partial order" 5.1298987149230735
disadvantages 5.1298987149230735
Infinite-Past 5.1298987149230735
"standard time" 5.1298987149230735
"digital music" 5.1298987149230735
"Applied Logic" 5.1298987149230735
"interval sets" 5.1298987149230735
"W3C compliant" 5.1298987149230735
"physical time" 5.1298987149230735
compatibility 5.1298987149230735
Span 5.083079324106266
Computer 4.990659700031606
developments 4.9698132995760007
"named graphs" 4.9698132995760007
philosophers 4.9698132995760007
completeness 4.9698132995760007
"part of time" 4.9698132995760007
partitioning 4.9698132995760007
"local clocks" 4.9698132995760007
expressivity 4.9698132995760007
introduction 4.9698132995760007
"modal logics" 4.9698132995760007
"time formats" 4.9698132995760007
disjunctions 4.9698132995760007
TemporalPart 4.9698132995760007
"Web services" 4.9698132995760007
Ending-Point 4.9698132995760007
relationship 4.9698132995760007
"Hebrand time" 4.9698132995760007
registration 4.9698132995760007
TimeInstants 4.9698132995760007
"special case" 4.9698132995760007
"Related work" 4.9698132995760007
Partitioning 4.9698132995760007
satisfaction 4.9698132995760007
"root concept" 4.9698132995760007
System 4.9273385403771508
triples 4.8647753726382827
Feature 4.8647753726382827
ending 4.8633471307618636
arity 4.8283137373023006
hours 4.8283137373023006
group 4.8283137373023006
Rules 4.8283137373023006
speed 4.8283137373023006
forms 4.8283137373023006
field 4.8283137373023006
Model 4.8283137373023006
sense 4.8283137373023006
table 4.8283137373023006
individuals 4.7957905455967413
aggregation 4.7957905455967413
"time values" 4.7957905455967413
recognition 4.7957905455967413
assumptions 4.7957905455967413
"Linear Time" 4.7957905455967413
imprecision 4.7957905455967413
Foundations 4.7957905455967413
occurrences 4.7957905455967413
"Span entity" 4.7957905455967413
Application 4.7957905455967413
Uncertainty 4.7957905455967413
consequence 4.7957905455967413
requirement 4.7957905455967413
conjunction 4.7957905455967413
ValidPeriod 4.7957905455967413
"data mining" 4.7957905455967413
"new version" 4.7957905455967413
proceedings 4.7957905455967413
restriction 4.7957905455967413
development 4.7957905455967413
"Time points" 4.7957905455967413
"TIME papers" 4.7957905455967413
Time-Points 4.7957905455967413
TimeInstant 4.7957905455967413
time-points 4.7957905455967413
measurement 4.7957905455967413
concurrency 4.7957905455967413
time-entity 4.7957905455967413
Anisotropy 4.6051701859880918
categories 4.6051701859880918
attributes 4.6051701859880918
components 4.6051701859880918
Annotation 4.6051701859880918
algorithms 4.6051701859880918
Timestamps 4.6051701859880918
constraint 4.6051701859880918
"data types" 4.6051701859880918
versioning 4.6051701859880918
"SWRL rules" 4.6051701859880918
Management 4.6051701859880918
"lower part" 4.6051701859880918
"time stamp" 4.6051701859880918
durationOf 4.6051701859880918
happenings 4.6051701859880918
Philosophy 4.6051701859880918
"OWL syntax" 4.6051701859880918
phenomenon 4.6051701859880918
Principles 4.6051701859880918
situations 4.6051701859880918
"Pure Logic" 4.6051701859880918
foundation 4.6051701859880918
"dense time" 4.6051701859880918
Enterprise 4.6051701859880918
saturation 4.6051701859880918
predicates 4.6051701859880918
"major gaps" 4.6051701859880918
thing 4.5600740852299504
formats 4.5404570144623975
Convex-Time-Interval 4.4935984103309865
graphs 4.4793986730701372
eps 4.3944491546724391
algorithm 4.3944491546724391
timepoint 4.3944491546724391
direction 4.3944491546724391
Fuzziness 4.3944491546724391
TimeLines 4.3944491546724391
timestamp 4.3944491546724391
"Timed PTL" 4.3944491546724391
continuum 4.3944491546724391
selection 4.3944491546724391
chronsets 4.3944491546724391
necessity 4.3944491546724391
Calendars 4.3944491546724391
chronicle 4.3944491546724391
Protégé 4.3944491546724391
WonderWeb 4.3944491546724391
"Web pages" 4.3944491546724391
existence 4.3944491546724391
rationals 4.3944491546724391
frequency 4.3944491546724391
assertion 4.3944491546724391
solutions 4.3944491546724391
attention 4.3944491546724391
Web 4.3366274552688546
graph 4.291834433157601
"Knowledge-Based and Intelligent Information and Engineering Systems" 4.2046926193909657
World 4.1845385723286608
rules 4.1845385723286608
ends 4.1588830833596715
sort 4.1588830833596715
IEEE 4.1588830833596715
rdfs 4.1588830833596715
TOQL 4.1588830833596715
need 4.1588830833596715
emphasis 4.1588830833596715
Handbook 4.1588830833596715
overview 4.1588830833596715
C-SPARQL 4.1588830833596715
Reasoner 4.1588830833596715
"AKT Time" 4.1588830833596715
examples 4.1588830833596715
unitType 4.1588830833596715
Approach 4.1588830833596715
openness 4.1588830833596715
majority 4.1588830833596715
proposal 4.1588830833596715
sequence 4.1588830833596715
Business 4.1588830833596715
TimeZone 4.1588830833596715
T-SPARQL 4.1588830833596715
sections 4.1588830833596715
response 4.1588830833596715
Planning 4.1588830833596715
versions 4.1588830833596715
advances 4.1588830833596715
Overview 4.1588830833596715
addition 4.1588830833596715
argument 4.1588830833596715
t-SPARQL 4.1588830833596715
significance 4.141511082980001
"International Symposium on Time Representation and Reasoning" 4.0943445622221004
"worst case" 4.0295239127395801
texts 4.0235947810852508
standard 4.0103515446682545
"parameterized operator of relative temporal realization" 4.0073331852324712
Constraints 3.9964921213306179
"Upper Ontology" 3.9585859944228874
"propositions over fluents and events throughout time" 3.9512437185814275
process 3.8918202981106265
thought 3.8918202981106265
members 3.8918202981106265
formula 3.8918202981106265
Quality 3.8918202981106265
Physics 3.8918202981106265
Process 3.8918202981106265
Company 3.8918202981106265
subsets 3.8918202981106265
Density 3.8918202981106265
Library 3.8918202981106265
Actions 3.8918202981106265
changes 3.8918202981106265
"Ontology of Environments, Events, and Happenings" 3.8712010109078911
DAML 3.8123094930796992
"prototype temporal description logic reasoner" 3.8066624897703196
"fuzzy relations between points and intervals" 3.784189633918261
"modelling hybrid discrete/continuous systems" 3.784189633918261
"WonderWeb Library of Foundational Ontologies" 3.784189633918261
"""four-dimensional """"block universe"""" theory""" 3.784189633918261
"Propositional Modal Logic of Time Intervals" 3.7612001156935624
"TIME proceedings series document collection" 3.7612001156935624
"quantitatively defined temporal information" 3.7612001156935624
Querying 3.7429947750237043
"Propositional interval neighborhood logics" 3.7376696182833684
"OntoElect rule of 50 percent plus one vote" 3.7376696182833684
"quantitatively defined temporal intervals" 3.713572066704308
"Automatic recognition of multi-word terms" 3.713572066704308
"Propositional Interval Neighborhood logic" 3.713572066704308
"family of non-standard “tense” logics" 3.713572066704308
"propositions over fluents throughout time" 3.713572066704308
"SOWL spatio-temporal representation model" 3.713572066704308
"Qualitative Temporal Constraint Reasoning" 3.713572066704308
"Uncertain interval to interval relations" 3.6888794541139363
"branching discrete time over time points" 3.6888794541139363
"propositions over events throughout time" 3.6888794541139363
"closed under addition and multiplication" 3.6888794541139363
"infinite, unbounded, and continuous time" 3.6888794541139363
"taxonomy of high-level temporal features" 3.6888794541139363
"the largest contiguous interval of time" 3.6635616461296463
"aspect for formally representing change" 3.6635616461296463
"characteristic set of temporal features" 3.6635616461296463
"four-dimensional manifold of space-time" 3.6635616461296463
"needs of the basic and applied research" 3.6635616461296463
threshold 3.6620409622270329
"representation of temporal information" 3.6375861597263857
"mutually exclusive primitive relations" 3.6375861597263857
"consensual set of the features of time" 3.6375861597263857
"totally ordered convex sets of states" 3.6109179126442243
"maximally strongly connected boundary" 3.6109179126442243
"uncertain beginnings of TimeIntervals" 3.6109179126442243
"revolution of the celestial sphere(s)" 3.6109179126442243
"linear discrete time over time points" 3.6109179126442243
"Formal theories of temporal incidence" 3.6109179126442243
methodology 3.596842909197556
Qualia 3.5835189384561099
Agents 3.5835189384561099
NaCTeM 3.5835189384561099
minute 3.5835189384561099
Clocks 3.5835189384561099
MUSING 3.5835189384561099
