equivalence class,26
a basukoski  journal,26
step clause,26
management of data,26
tableau queries,25
p balbiani,25
object databases,25
t e,25
basic time interval,25
p wolper,25
international journal,25
temporal operator,25
following definition,25
problem spaces,25
periodic patterns,25
motion tree,25
state s,25
path expression,25
more details,25
time dimension,25
frame problem,25
resume system,25
path quantifiers,25
number of repetitions,25
temporal granularity,24
end point,24
temporal terms,24
data models,24
starting time,24
m zakharyaschev,24
moment in time,24
following theorem,24
following way,24
probability values,24
clinical guidelines,24
time axis,24
f t,24
start time,24
w e,24
 t0,24
realtime systems,24
t t,24
number of nodes,24
qualitative constraints,24
modal logics,24
type t,24
time complexity,24
binary relation,23
chronicle function,23
current versions,23
number of variables,23
programming languages,23
validity time,23
worst case,23
temporal knowledge,23
concurrent systems,23
temporalabstraction ontology,23
k1 i0,23
g ligozat,23
attribute addition,23
convex relation,23
calendar expressions,23
general intervals,23
interval relation,23
moment t,23
lattice computer,23
coarser granularity,23
child regions,23
horn clauses,23
t1 ,23
j clifford,23
periodic pattern,22
h kautz,22
constraint graph,22
graph g,22
equivalence classes,22
frame time,22
optimization techniques,22
maintaining knowledge,22
formal definition,22
structural constraints,22
database system,22
object model,22
temporal tableau queries,22
temporal type,22
first step,22
explicit representation,22
f wolter,22
finite domains,22
candidate large itemsets,22
different levels,22
region r,22
general case,22
durative actions,22
resolution principle,22
join node,22
different time granularities,22
database schema,22
average number,22
t1  t2,22
p ladkin,22
d i,22
clk ,21
second part,21
temporal speci cations,21
i meiri,21
atomic relations,21
qualitative temporal constraints,21
a pnueli,21
temporal abstraction,21
s t,21
hand sides,21
 ti,21
repeating event,21
temporal properties,21
mvis computation,21
event types,21
loss of generality,21
knowledge acquisition,21
pair of intervals,21
temporal variables,21
reasoning system,21
upper bounds,21
 j f allen,21
relational model,21
first order logic,21
fi fi,20
national conference,20
period of time,20
 az,20
t1  t  t,20
   fi,20
graph gd,20
temporal query,20
parameter proposition,20
sake of simplicity,20
binary constraints,20
context intervals,20
quantitative temporal constraints,20
minmax ctl formula,20
temporal specifications,20
table versions,20
different values,20
 i ,20
        ,20
t xw,20
predicate symbols,20
stp framework,20
ieee press,20
t h,20
closing state,20
selection conditions,20
temporal affinity,20
path d,20
i cervesato,20
temporal ontology,20
experimental results,20
domain experts,20
 v ,20
 c dixon,20
type system,20
large number,19
dimensional space,19
absolute time,19
attribute values,19
tlp lan,19
e c,19
e e,19
e i,19
deductive databases,19
temporal attribute,19
sigmod record,19
decision trees,19
database conversion,19
data mining,19
sake of brevity,19
following rules,19
temporal resolution method,19
previous approaches,19
new node,19
object types,19
 i cervesato,19
l console,19
logic in computer science,19
l chittaro,19
interval ,19
international joint conference,19
 m fisher,19
x  y,19
special case,19
next moment,19
time series,19
kluwer academic publishers,19
m leucker  data,19
entity versions,19
point of view,19
type ,19
d gabbay,19
allenas interval algebra,19
function f,19
qualitative temporal information,19
reference point,19
left hand sides,19
time model,19
local search,19
object o,18
ta task,18
pmtv approach,18
subjective probability,18
 l ,18
t  t,18
lower bound,18
reasoning process,18
mftp model,18
probability distribution,18
blocks world,18
basic idea,18
application domains,18
closure of n,18
morgan kaufman,18
such models,18
 j allen,18
rt snodgrass,18
linear frames,18
temporal extension,18
v j tsotras,18
branching clock,18
finer granularity,18
fop  ,18
temporal assertions,18
consistent scenario,18
hybrid logics,18
time o,18
transition system,18
w i,18
relational algebra,18
description logics,18
temporal distance,18
quali cation,18
canonical model,18
temporal abstractions,18
t  t0,18
same level,18
end points,18
class c,18
cil ,18
ordered events,18
partial function,18
same arity,18
 p terenziani,18
san mateo,18
logicbased calculus,18
temporal structure,18
temporal evolution,17
r tree,17
temporal models,17
similar way,17
principles of knowledge representation,17
preference functions,17
ectl formulae,17
disjoint intervals,17
n m,17
calendar pattern,17
perfect recall,17
timeoriented data,17
resolution procedure,17
different approaches,17
maximum duration,17
 x ,17
proof system,17
rewrite rules,17
counterfactual moments,17
a john,17
stanford university,17
horn representable relations,17
temporal problem,17
more detail,17
pathconsistency algorithm,17
ti ,17
temporal projection,17
following section,17
literal types,17
allen ,17
probabilistic approach,17
schema changes,17
si ,17
kbta method,17
decor system,17
new generation computing,17
temporal conditions,17
reference frame,17
p i,17
handbook of theoretical computer science,17
tractable subclasses,17
weakly preconvex,17
new semantics,17
data base,17
ctl restriction,17
 operator,17
constraint satisfaction problems,17
temporal database,17
hypothetical queries,17
universal object identity,17
knowledge preconditions,17
multiagent systems,17
formal logic,16
control formulas,16
expected value,16
lower bounds,16
automated deduction,16
timed model,16
selection condition,16
relation ,16
european conference,16
tableau query,16
complex queries,16
method ii,16
general framework,16
version approach,16
above definition,16
constraint satisfaction,16
simple example,16
query rectangle,16
temporal network,16
present paper,16
automated reasoning,16
knowledgebased temporal abstraction,16
temporalabstraction mechanisms,16
gregorian calendar,16
  i,16
dependency constraints,16
line segment,16
association rule,16
cij ,16
 fi  ,16
transaction timestamp,16
j g,16
case study,16
atomic propositions,16
laboratory operators,16
integrity constraint,16
 lo ,16
local propagation,16
temporal data model,16
b bollig,16
 a montanari,16
temporal reachability,16
j d,16
 allen,16
appendix a,16
depthfirst search,16
interval networks,16
knave architecture,16
b john,16
composition table,16
c s jensen,16
reasoning algorithm,16
qualitative information,16
message sequence charts,16
aaai press,16
l l,16
breadthfirst search algorithm,16
incomplete information,16
 e ,16
important role,16
rational numbers,16
multimedia presentation,16
 pg,16
al ,16
temporalabstraction knowledge,16
classical logic,16
l khatib,16
new constraints,16
computer science university,16
interval elements,16
infinite number,15
e ferrari,15
fi  fi,15
temporal object,15
positive integers,15
individual regions,15
g2 ,15
classes of events,15
ontological considerations,15
pg ,15
b pernici,15
future research,15
software engineering,15
lo ,15
expert systems,15
query q,15
context interval,15
duration network,15
firstorder temporal logic,15
m a musen,15
j pearl,15
path ,15
u  t,15
denite integral information,15
 figure,15
temporal model,15
previous example,15
 sk,15
possible worlds,15
e n,15
following rule,15
plan recognition,15
e ects,15
medical domain,15
event tracking,15
temporal modalities,15
c bettini,15
particular case,15
threevalued logic,15
global propagation,15
above example,15
bitemporal data,15
monoid comprehensions,15
corner points,15
reference interval,15
predicate symbol,15
 min,15
schema evolution,15
 fi6,15
temporal extensions,15
cognitive science,15
oksana arnold,15
external events,15
q a s at,15
unary constraints,15
g guerrini,15
rate of change,15
current version,15
temporal elements,15
free variables,15
qgrid ,15
e t,15
 jf,15
a a ,15
clausal resolution method,15
formula f,15
mvi for p,15
 l chittaro,15
temporalabstraction method,15
temporal attributes,15
tense logic,15
symbolic logic,15
consistency checking,15
start point,15
temporal repetition,15
uncertain temporal relations,15
state space,15
other agents,15
other approaches,15
causal rules,14
lineartime temporal logic,14
pilot light,14
formula ph,14
a p sistla,14
objectoriented databases,14
s0  a,14
duration uncertainty,14
partial functions,14
other cases,14
proof method,14
temporal database concepts,14
validity intervals,14
phd dissertation,14
interval of time,14
query calculus,14
wide range,14
basic granularity,14
historical databases,14
true futures,14
possible object world,14
e r,14
gas heater,14
 r alur,14
objectoriented data model,14
v i,14
e m clarke,14
c jensen,14
precision ratio,14
multiple temporal granularities,14
ph ,14
parameter propositions,14
attribute value,14
 c bettini,14
temporal domains,14
different ways,14
domain knowledge,14
valid times,14
interval element,14
floydwarshall algorithm,14
beginning of time,14
m sergot,14
formal semantics,14
collection expression,14
hierarchical structure,14
j van leeuwen,14
sequence of states,14
temporal relational databases,14
numeric quantifiers,14
transitive reduction,14
large amount,14
interaction language,14
interval structure,14
t g,14
interval i,14
 z ,14
precedence relation,14
linear pattern,14
constraint checks,14
knowledge management,14
user interface,14
new approach,14
relational databases,14
natural way,14
temporal incidence,14
language l,14
 y shoham,14
ieee trans,14
fi fi ,14
transition systems,14
total order,14
maximum number,14
finegrained step resolution,14
instantaneous events,14
  fi ,14
raw data,14
following lemma,14
multimedia systems,14
natural number,14
snf rules,14
annals of mathematics,14
therapy plan generation,14
closure method,14
r dechter,14
events in r,14
theorem proving,14
mcl  ,14
time point t,13
m i,13
uncertain relations,13
temporal objectoriented data model,13
logic ctl,13
t j,13
t r,13
first part,13
knowledge bases,13
timeseries data,13
periodic constraints,13
completeness proof,13
constant interval elements,13
 value,13
los angeles,13
schema versioning,13
temporal view,13
i p,13
join algorithms,13
time ti,13
temporal order,13
simulation models,13
e s,13
e x,13
 j chomicki,13
machine learning,13
search control knowledge,13
symbolic computation,13
following proposition,13
time window,13
synthesis algorithm,13
abstract events,13
amount of time,13
p l,13
hybrid logic,13
constraint logic programming,13
karo framework,13
finite sequences,13
composition operation,13
abstract conditions,13
interpretation m,13
temporal consistency,13
free schedule,13
knowledgebased temporalabstraction method,13
 t dean,13
s e,13
top node,13
binary uuls,13
graphical representation,13
b b,13
range of applicability,13
 tl,13
second international conference,13
information science,13
x wang,13
dynamic aspects,13
calendar structure,13
i  j,13
duration constraints,13
domainspecific knowledge,13
explicit time,13
knowledge discovery,13
buchi automaton,13
other relations,13
journal of logic,13
 r dechter,13
event e2,13
r  s,13
scheduling problem,13
instant t,13
data types,13
matter of fact,13
platelet count,13
temporal relationship,13
taxonomy of interval relations,13
c c,13
c t,13
flow of time,13
same granularity,13
canonical form,13
boolean expressions,13
programming language,13
core karo logic,13
ectl formula,13
 p ladkin,13
lefthand side,13
historical queries,13
point level,13
 pi,13
 p2,13
mpe network,13
events e,13
special cases,13
problem solver,13
periodic event,13
oxford university press,13
xml documents,13
time range,13
knowledge state,13
classi cation,13
artijicial intelligence,13
distance constraints,13
problem solving,13
decision making,13
academic press,13
repeating component,13
time lines,13
temporal condition,13
object type,13
metric constraints,12
sk ,12
m e,12
m  ,12
local minima,12
stv approach,12
event sequences,12
a  b,12
snapshot condition,12
data dependencies,12
control knowledge,12
atomic formula,12
temporal reasoning system,12
accessibility relations,12
search control,12
time stamps,12
s gadia,12
response time,12
  fi  ,12
loop search,12
starting point,12
belief revision,12
action scenarios,12
previous research,12
d mcdermott,12
horn representation,12
idsa relation,12
sl clk sk,12
atomic formulas,12
r l,12
r i,12
 m vilain,12
 definition,12
propositional variables,12
temporal constraint satisfaction problems,12
boolean connectives,12
temporal labels,12
temporalabstraction task,12
r elmasri,12
distributed systems,12
new resolvents,12
transformation procedure,12
support strategy,12
frame times,12
boolean combination,12
partial ordering,12
rete algorithm,12
separated normal form,12
temporal data dependencies,12
next step,12
possible combinations,12
ockhamist semantics,12
most cases,12
composite events,12
trajectory constraints,12
linear temporal logic,12
principles of database systems,12
validtime intervals,12
same path,12
j f,12
j j,12
atomic actions,12
temporal connectives,12
qualitative relation,12
cost function,12
ce ,12
qualitative reasoning,12
persistence functions,12
university of manchester,12
t s,12
line y  x,12
multimedia presentations,12
 n ,12
tsql2 temporal query language,12
 j  k,12
boolean expression,12
classical logics,12
 loc,12
k g,12
simultaneous values,12
empty relation,12
period p,12
constraint satisfaction problem,12
i merlo,12
null values,12
state candidate,12
gap duration,12
logical connectives,12
timestamped data,12
formula a,12
precedence constraints,12
decidability results,12
temporal reference,12
other types,12
event e1,12
empty clause,12
validtime interval,12
p c,12
  a,12
temporal algebra,12
 fi fi,12
t h e,12
consistency algorithm,12
x j,12
first international conference,12
such expressions,12
relative order,12
temporal location,12
  x,12
relative position,12
standpoint of artificial intelligence,12
cambridge university press,12
statistical information,12
information visualization,12
evolution attribute,12
intuitive meaning,12
dynamic separation,12
infrastructure for temporal databases,12
speci ed,12
articulation points,12
c dyreson,12
e a emerson,12
dimensional elements,12
search spaces,12
 f ,12
a sattar,12
parent node,12
klaus p jantke,12
same duration,11
temporal arguments,11
strengthened algorithm,11
let d,11
 g ligozat,11
point relation,11
ri ratio,11
decomposition relation,11
e neufeld,11
propositional logic,11
biconnected components,11
t p,11
tks k ,11
fluent f,11
b  ,11
sequence of actions,11
atomic objects,11
further work,11
different situations,11
search algorithm,11
firstorder queries,11
event type,11
 max,11
machine intelligence,11
exploration operators,11
level of detail,11
patient data,11
time unit instances,11
 mvi,11
finite union,11
i e,11
 r t snodgrass,11
state formulae,11
logic programs,11
r k,11
temporal resolution rules,11
time dimensions,11
intal conf,11
temporal context,11
first one,11
latter case,11
irrelevant information,11
e p,11
journal of logic programming,11
dimensional types,11
state si,11
n i,11
disjunctive constraints,11
temporal deductive databases,11
generalized intervals,11
t3 ,11
input data,11
temporal framework,11
a  ,11
type temporalg,11
arity n,11
possible object worlds,11
plan generation,11
uncertain facts,11
ctl formulae,11
d m gabbay,11
following property,11
end figure,11
time logic,11
match ratio,11
main contribution,11
probability p,11
occurrence time,11
t1 t2,11
temporal serialisation,11
cpu time,11
clausal resolution,11
 c ,11
data dependency,11
domain constraints,11
s g,11
primitive relations,11
approximate reasoning,11
planning algorithm,11
f g,11
constraint violations,11
special issue,11
fo  ,11
measurement error,11
j widom,11
initial states,11
acm press,11
a trudel,11
g1 ,11
single interval,11
paint strips,11
finite representation,11
idsa network,11
 tj,11
 ts,11
karo logic,11
attribute ax,11
index structure,11
tableau algorithm,11
qualitative simulation,11
time gap,11
strong controllability,11
rewrite system,11
simple temporal problem,11
single value,11
reasoning algorithms,11
approximation methods,11
following query,11
algorithm lpc,11
update processing,11
calendar pattern ,11
small number,11
value constraints,11
standard deviation,11
cartesian product,11
  t,11
constraint system,11
temporal formula,11
temporal query processing,11
physical systems,11
multiple levels,11
fuzzy sets,11
label cutoff,11
tax payments,11
l i,11
data warehouse,11
domain model,11
az ,11
present moment,11
v t,11
full branches,11
j  n,11
 ph,11
linear structures,11
john wiley,11
sequence s,11
hp ,11
abstract parameter,11
spatiotemporal databases,11
disjunctive normal form,11
rule reduction,11
journal of symbolic computation,11
temporal extent,11
new case,11
boolean combinations,11
affine transformations,11
s  s,11
shortest path,11
further research,11
finegrained resolution,11
access methods,11
bayesian networks,11
proof of theorem,11
o  t,11
process p,11
time step,11
temporal term,11
dm0 ei,10
p van beek,10
granularity ,10
leaf pages,10
different time units,10
natural language processing,10
time scale,10
 example,10
main features,10
tuple timestamping,10
propositional tableau,10
valid lifespan,10
 s ,10
algebraic approach,10
transition function,10
  fi fi,10
useful comments,10
variables x,10
 az ,10
possible relations,10
ai approaches,10
abstract transition,10
space limitations,10
highlevel language,10
 r kowalski,10
reactive sequences,10
basic operators,10
    fi,10
indeterminate dates,10
directed acyclic graph,10
point duration network,10
detailed discussion,10
following condition,10
general purpose manager,10
temporal logic programming,10
number of intervals,10
free schedules,10
atomic formulae,10
modus ponens,10
visual order,10
trajectory semantics,10
end times,10
 r ,10
 r1,10
 v brusoni,10
studia logica,10
pddl21 level,10
stationary part,10
 fi   ,10
same type,10
e m,10
topological view,10
single node,10
external world,10
spatial relations,10
l vila,10
b  c,10
k kanazawa,10
maximum value,10
formal language,10
extended version,10
hypothetical reasoning,10
g  h,10
such information,10
te ,10
 e bertino,10
vldb journal,10
acm symposium,10
usual way,10
spatiotemporal object,10
next one,10
global predicates,10
simple tclp,10
following steps,10
number of events,10
clause conversion rule,10
relation algebra,10
step resolution rule,10
horn representability,10
number of objects,10
bnf grammar,10
p doherty,10
ieee symposium,10
atomic object,10
relations between intervals,10
logical approach,10
issue of consistency,10
ordering relation,10
interval calculus,10
temporal entity,10
second edition,10
multiple table version,10
modal event calculi,10
 d cukierman,10
region hierarchy,10
g  i,10
initial segment,10
symbol ,10
validity times,10
upward conversion,10
spatiotemporal objects,10
ka tool,10
closure process,10
random variables,10
time steps,10
progression algorithm,10
representation for collections,10
conversion operators,10
relation symbols,10
 t2 ,10
rwth aachen,10
telic facts,10
index structures,10
s  t t,10
general interval structure,10
synchronization model,10
 ng,10
previous works,10
c zaniolo,10
incomplete knowledge,10
same class,10
t chimera,10
shortest paths,10
planning framework,10
causal links,10
philosophical problems,10
 oers98 ,10
infinite sequence,10
j  i,10
casebased reasoning,10
proof of lemma,10
morgan kaufmann publishers,10
movie of figure,10
pi ,10
temporal selection,10
differences constraints,10
possibility distributions,10
relations r,10
san francisco,10
p rodigy,10
 doi,10
possible cases,10
temporalabstraction system,10
factual uncertainty,10
clause c,10
constraints c,10
binary constraint,10
xml document,10
t c,10
piecewise linear approximation,10
m vardi,10
current world,10
most o,10
time multiinterval,10
parameter interval,10
mtv approach,10
complex objects,10
following formula,10
mary work,10
p x,10
tsql2 ,10
duration constraint,10
following definitions,10
deontic logic,10
therapy plans,10
ai literature,10
regular languages,10
r ef,10
ordered pairs,10
classical resolution,10
transition probabilities,10
medical informatics,10
description logic,10
attribute bonus,10
cik  ckj,10
ctl ,10
continuous planning framework,10
 p ,10
attribute att,10
representation of continuous change,10
current instant,10
philosophical logic,10
order planning,10
very large data bases,10
knowledgebased visualization,10
time instant t,10
los alamitos,10
a robinson,10
a function,10
database model,10
 ll ,10
 morris,10
revised report,10
monoid comprehension,10
foundations of computer science,10
data bases,10
event calculi,10
gn ,10
qualitative temporal relations,10
agentas motivations,10
clocked relation,10
single table version approach,10
node n,10
following examples,9
linear order,9
movement histories,9
new atomic proposition,9
programming framework,9
formal description,9
ti  tj,9
new attribute,9
query optimization,9
temporal reasoner,9
computation tree logic,9
invariant conditions,9
different classes,9
ieee ,9
inference rule,9
knowledge state w,9
university of california,9
let s,9
n x n,9
concurrent programs,9
attribute salary,9
instance of c1,9
subinterval duration,9
previous definition,9
e x t,9
same number,9
following properties,9
value  ,9
other nodes,9
nontemporal type,9
decidable fragments,9
s nlp,9
collection formalism,9
basic calendar,9
consecutive intervals,9
predicate adj,9
class membership,9
atelic facts,9
true chronicle,9
granularity level,9
probabilities of allen,9
dynamic nature,9
r e,9
qualitative temporal reasoning,9
form ,9
branchingtime logics,9
version creation,9
workshop proceedings,9
spatiotemporal data,9
product srpn,9
network n,9
i0 ,9
av av av,9
interpretation function,9
e w,9
sequence of events,9
 b ,9
repeated activities,9
notre dame journal,9
valid time intervals,9
 f bacchus,9
elementary instants,9
g j,9
anonymous reviewers,9
consensus glossary,9
similar manner,9
constant domains,9
time structures,9
universal clauses,9
resolution system,9
time constraints,9
logic programming framework,9
f bacchus,9
number of edges,9
a a a,9
van fraassen,9
complex object,9
 ai,9
 t1 ,9
data object,9
sometime clauses,9
last section,9
poss board,9
p q,9
original formula,9
let ,9
minimal domains,9
temporal dimensions,9
firstorder temporal logics,9
point structure,9
         ,9
new version,9
interested reader,9
interval series,9
parameter values,9
uncertainty vectors,9
mso theory,9
disjoint sets,9
therapy planning,9
different contexts,9
ordered pair,9
minimal networks,9
minimum support,9
satisfiable iff,9
acm tods,9
clausal temporal resolution,9
constraint problems,9
kb of temporal constraints,9
j e,9
partial order planning,9
s i,9
memory automaton,9
dimensional data,9
sd a,9
transition matrix,9
various types,9
preference logic,9
r occur,9
temporal uncertainty,9
abstraction function,9
database concepts,9
number n,9
knowledgeacquisition tool,9
dependency graph,9
f j,9
f f,9
 n pissinou,9
wellformed formula,9
valid time interval,9
integer numbers,9
redwood city,9
dimensional element,9
true mvis,9
following sections,9
 th,9
action statements,9
such problems,9
clk sk,9
repetitions number,9
m y vardi,9
qt l,9
u b,9
b l,9
formal model,9
period c,9
region y,9
region x,9
piece of information,9
linear time temporal logic,9
atomic action,9
neighborhood logic,9
p jonsson,9
c faloutsos,9
qd ,9
child databases,9
italy email,9
model of time,9
principal interval,9
t e r,9
 j y halpern,9
acm journal,9
piecewise linear function,9
macroevent calculus,9
data duplication,9
initial clauses,9
strong negation,9
formal specification,9
canonical constraints,9
entire pattern,9
data file,9
serialisation theory,9
xi ,9
state variable,9
formula p,9
formula d,9
temporal point,9
 tis,9
database applications,9
free variable,9
journal of computer,9
periodic time,9
npcomplete problem,9
science of computer programming,9
computer programming,9
clocked database,9
type       fi,9
temporal extents,9
internal state,9
ctl modalities,9
t dean,9
computer applications,9
constraint r,9
current entity versions,9
 j ,9
temporal series,9
tree structure,9
  p,9
q su,9
point series,9
atomic geometric objects,9
uncertain time,9
c k,9
historical data,9
main difference,9
medical domains,9
rami cation,9
function symbols,9
x t,9
x y,9
fi    ,9
nonconvex interval,9
logic program,9
relational data model,9
x   y,9
 for details,9
abstract interval,9
partial orders,9
search process,9
 pr,9
same value,9
sake of clarity,9
environment predicates,9
regional subgoal,9
 p wolper,9
action sequences,9
different parameters,9
journal of symbolic logic,9
empty constraint,9
candidate plans,9
decision method,9
degree of belief,9
acm sigmod record,9
e bertino,9
such systems,9
h prade,9
theory of time,9
other parameters,9
new information,9
m wooldridge,9
class level,9
basic formula,9
software technology,9
new model,9
 rms98 ,9
temporal index,9
a tansel,9
several ways,9
binary predicates,9
database design,9
pert charts,9
temporal features,9
extended markings,9
odmg object model,9
m j,8
m m,8
type t1,8
type t2,8
bounds on differences,8
reference objects,8
causal relations,8
y  ,8
finite sequence,8
melbourne beach,8
number of relations,8
xf ,8
heads t2 t3,8
global clock,8
query patterns,8
 a ,8
more information,8
large databases,8
reference object,8
vladimir lifschitz,8
knowledge sources,8
s2 ,8
time spans,8
domain values,8
affine transformation,8
following axioms,8
 sk1,8
scheduling problems,8
large amounts,8
insufficient time,8
n e x t,8
example in figure,8
search tree,8
linear component,8
temporal knowledge base,8
t e r t,8
powfi ,8
past atoms,8
immediate predecessor,8
straightforward way,8
actions with duration,8
extended marking,8
x s wang,8
logics of time,8
k i,8
simulation process,8
comparison operators,8
similarity search,8
attribute domain,8
reachability problem,8
universal part,8
p  q,8
current interval,8
finite sets,8
sametime rules,8
future model,8
dnf formula,8
 f wolter,8
persistence problem,8
discrete model,8
plp ,8
sufficient condition,8
very large databases,8
c1  c2,8
ugctrl ,8
process supervision,8
causal reasoning,8
next node,8
ieee computer society,8
order planning paradigm,8
di erence,8
preferred entailments,8
limit closure property,8
knowledge preconditions problem,8
primitive relation,8
main goal,8
front wheels,8
nodes of g,8
purpose manager,8
n f,8
n t,8
monadic languages,8
data files,8
voronoi cell,8
different aspects,8
event token,8
f t e r t,8
a comp,8
time values,8
first case,8
atemporal assertions,8
space complexity,8
positive unit clauses,8
d toman,8
terminates at predicates,8
convex closure,8
v e,8
a a b,8
constant interval element,8
 r snodgrass,8
a policriti,8
interval type,8
translation approach,8
opponentcentered problem spaces,8
practical applications,8
kripke structures,8
multiple timelines,8
recurrence relations,8
john work,8
deductive rules,8
efficient algorithms,8
important issue,8
initial situation,8
m de rijke,8
goodness values,8
action occurrences,8
a  hs,8
preference values,8
stp solver,8
metric information,8
computational linguistics,8
atomic proposition,8
new value,8
subgoal conditions,8
time interval ,8
longest path,8
constraint cij,8
previous node,8
r alur,8
previous sections,8
temporal views,8
f kabanza,8
constant interval list,8
futuretensed statement,8
 terenziani,8
j p,8
complete lattice,8
resolution step,8
predicate p,8
class hierarchy,8
event algebra,8
function ,8
 t3,8
s j,8
uncertain relation,8
ios press,8
new state,8
parent nodes,8
validtime relations,8
join nodes,8
local preferences,8
model property,8
root node,8
operations of intersection,8
pow ,8
temporal manager,8
automated pilot,8
basic minmax ctl,8
moments in time,8
temporal data dependency,8
recall ratio,8
variable ,8
temporal logic expressions,8
11 ,8
firstorder structure,8
other things,8
state d,8
table r,8
tk  tl,8
sequential actions,8
y moses,8
last moment,8
x x,8
star calendar patterns,8
temporal formulae,8
p b ladkin,8
single property,8
monodic fragment,8
di ,8
constraint reasoning,8
correctness argument,8
fairness constraints,8
project management,8
unit clauses,8
singleton labelling,8
logical system,8
temporal indeterminacy,8
proposition symbols,8
g3 ,8
k  ,8
temporal constraint network,8
kripke structure,8
x  z,8
classical formula,8
subordinate proof,8
t1 x1,8
new algorithm,8
exploration module,8
weakly preconvex relations,8
interrupting event,8
 x1  x2  ,8
p hayes,8
base intervals,8
a peron,8
de nitions,8
where clause,8
recursive petri nets,8
global consistency,8
same data,8
adequate representation,8
general structure,8
only difference,8
symbolic model checking,8
temporal interpolation,8
t z,8
interval t,8
clustering threshold,8
skeletal plans,8
topologic closure,8
new constraint,8
parameter value,8
event sequence,8
true future,8
video data,8
p f,8
input network,8
pairwise disjoint,8
weak negation,8
h barringer,8
temporal classes,8
temporal variable,8
medical care,8
j delgrande,8
